locality,property_type,area_sqft,age_years,metro_km,amenities,txn_year,price
"Lajpat Nagar, Delhi",Flat / Apartment,758.0,3,3.6,"gym, club",2018,6278000.0
"Saket, Delhi",Villa,1890.0,6,1.6,lift,2024,41865000.0
"Dwarka, Delhi",Builder Floor,1165.0,29,3.3,"lift, gym, security",2020,5806000.0
"Rohini, Delhi",Builder Floor,350.0,2,3.4,"lift, parking, park-facing, power backup",2023,2335000.0
"Dwarka, Delhi",Flat / Apartment,1544.0,8,5.5,"lift, club",2024,11095000.0
"Pitampura, Delhi",Flat / Apartment,1105.0,9,0.4,gym,2024,8901000.0
"Dwarka, Delhi",Independent House,1166.0,23,2.0,"parking, park-facing, gym",2024,8612000.0
"Saket, Delhi",Flat / Apartment,1195.0,22,4.4,"parking, park-facing, security, power backup",2019,10945000.0
"Dwarka, Delhi",Flat / Apartment,1149.0,26,2.1,"lift, parking, security, power backup",2021,5712000.0
"Sector 62, Noida",Flat / Apartment,2527.0,2,1.8,"lift, parking, gym, club",2019,13340000.0
"Sector 56, Gurugram",Flat / Apartment,2048.0,6,1.7,"gym, power backup, club",2023,20172000.0
"Sector 15, Faridabad",Flat / Apartment,1615.0,14,2.3,"parking, park-facing, power backup, club",2022,6290000.0
"Dwarka, Delhi",Villa,1409.0,21,3.4,"gym, power backup, club",2020,10464000.0
"Saket, Delhi",Flat / Apartment,1808.0,17,1.8,"parking, park-facing, club",2018,19627000.0
"Janakpuri, Delhi",Independent House,1410.0,15,4.4,"lift, parking, gym, security, power backup",2024,17527000.0
"Sector 56, Gurugram",Builder Floor,1667.0,24,2.6,"gym, club",2021,12591000.0
"Dwarka, Delhi",Flat / Apartment,1551.0,5,1.9,,2022,8524000.0
"Saket, Delhi",Flat / Apartment,1358.0,25,2.3,"parking, park-facing",2022,15590000.0
"Janakpuri, Delhi",Flat / Apartment,1723.0,19,4.3,"parking, security, power backup",2022,13732000.0
"Rohini, Delhi",Independent House,1111.0,7,1.3,"lift, parking, park-facing, club",2019,7137000.0
"Janakpuri, Delhi",Independent House,1326.0,13,1.7,"lift, gym, power backup, club",2019,11809000.0
"Sector 62, Noida",Flat / Apartment,859.0,8,1.4,"lift, parking, park-facing, gym, security, power backup",2020,5720000.0
"Pitampura, Delhi",Independent House,911.0,9,1.7,"gym, power backup",2024,9351000.0
"Janakpuri, Delhi",Independent House,350.0,20,2.2,"lift, park-facing, gym, security",2023,4021000.0
"Pitampura, Delhi",Flat / Apartment,1505.0,9,,"lift, park-facing, power backup, club",2024,11336000.0
"Sector 15, Faridabad",Builder Floor,1629.0,25,3.4,"gym, security",2020,5256000.0
"Pitampura, Delhi",Independent House,1788.0,2,2.2,"park-facing, security",2020,15619000.0
"Pitampura, Delhi",Independent House,804.0,5,2.1,"park-facing, power backup, club",2022,8033000.0
"Sector 15, Faridabad",Flat / Apartment,1498.0,27,3.0,"lift, parking, park-facing, security, club",2018,4282000.0
"Saket, Delhi",Flat / Apartment,1300.0,21,1.6,"parking, park-facing, gym",2024,17943000.0
"Dwarka, Delhi",Flat / Apartment,1632.0,13,1.2,"parking, gym",2023,10248000.0
"Janakpuri, Delhi",Flat / Apartment,1007.0,7,3.0,"parking, gym, power backup, club",2023,10319000.0
"Lajpat Nagar, Delhi",Flat / Apartment,1149.0,7,1.3,"parking, park-facing, power backup",2023,14186000.0
"Saket, Delhi",Builder Floor,601.0,5,1.0,lift,2023,9994000.0
"Dwarka, Delhi",Flat / Apartment,977.0,26,8.3,parking,2021,4286000.0
Greater Noida West,Flat / Apartment,1301.0,10,0.3,"gym, security, power backup, club",2020,4591000.0
"Mayur Vihar, Delhi",Builder Floor,1378.0,28,0.2,"parking, park-facing, security, club",2024,13185000.0
"Sector 56, Gurugram",Flat / Apartment,541.0,23,2.0,"parking, park-facing, security, power backup",2019,3883000.0
"Dwarka, Delhi",Flat / Apartment,1070.0,10,3.3,,2024,6784000.0
"Lajpat Nagar, Delhi",Independent House,1372.0,22,1.9,"parking, park-facing, gym",2023,17629000.0
"Sector 56, Gurugram",Independent House,1934.0,14,1.6,"lift, parking, park-facing, power backup",2023,21915000.0
"Pitampura, Delhi",Flat / Apartment,920.0,14,6.8,"lift, parking",2021,6321000.0
"Sector 62, Noida",Independent House,1521.0,23,1.3,"parking, park-facing, club",2023,12379000.0
"Sector 56, Gurugram",Independent House,1047.0,21,2.2,"parking, park-facing, security, power backup",2022,11301000.0
"Janakpuri, Delhi",Builder Floor,1099.0,6,1.8,"lift, parking, gym",2023,11232000.0
"Indirapuram, Ghaziabad",Villa,905.0,12,2.5,"lift, parking, security",2020,5491000.0
"Vasant Kunj, Delhi",Flat / Apartment,830.0,28,1.8,power backup,2023,9406000.0
"Dwarka, Delhi",Flat / Apartment,1086.0,6,2.9,"lift, parking, gym, power backup",2019,6287000.0
Greater Noida West,Independent House,1772.0,21,2.3,park-facing,2024,7325000.0
"Rohini, Delhi",Flat / Apartment,960.0,25,1.6,"lift, park-facing, security, power backup, club",2021,4770000.0
"Vasant Kunj, Delhi",Flat / Apartment,890.0,18,0.7,"parking, park-facing",2024,13929000.0
"Dwarka, Delhi",Flat / Apartment,1394.0,1,0.1,"lift, park-facing, security",2018,8635000.0
"Vasant Kunj, Delhi",Flat / Apartment,1302.0,25,3.1,,2020,14153000.0
"Janakpuri, Delhi",Flat / Apartment,1269.0,27,1.0,"park-facing, security",2021,9203000.0
"Dwarka, Delhi",Flat / Apartment,1414.0,19,2.3,"lift, park-facing, power backup, club",2024,8699000.0
"Pitampura, Delhi",Villa,846.0,23,0.7,"parking, park-facing, power backup, club",2019,7810000.0
"Sector 15, Faridabad",Flat / Apartment,895.0,1,3.8,"security, club",2021,3104000.0
"Dwarka, Delhi",Independent House,1744.0,21,3.7,"lift, parking",2019,9798000.0
"Sector 15, Faridabad",Flat / Apartment,1234.0,24,1.1,"lift, parking, park-facing, security, power backup, club",2023,5434000.0
"Janakpuri, Delhi",Flat / Apartment,1568.0,17,3.4,"lift, gym",2021,11712000.0
"Mayur Vihar, Delhi",Independent House,1851.0,15,3.8,"parking, club",2019,12902000.0
"Janakpuri, Delhi",Flat / Apartment,1681.0,24,5.2,"lift, gym, security, club",2022,12927000.0
"Lajpat Nagar, Delhi",Flat / Apartment,684.0,19,0.8,"lift, parking, park-facing, power backup",2022,7658000.0
"Dwarka, Delhi",Independent House,1248.0,0,1.6,"lift, park-facing, club",2023,11415000.0
"Mayur Vihar, Delhi",Flat / Apartment,1768.0,5,2.0,"lift, park-facing, gym",2020,14060000.0
Greater Noida West,Flat / Apartment,1535.0,17,1.7,power backup,2019,4150000.0
"Pitampura, Delhi",Villa,1383.0,18,5.8,"lift, park-facing, gym, power backup",2022,14399000.0
"Mayur Vihar, Delhi",Flat / Apartment,562.0,7,3.0,"parking, park-facing, security",2022,4785000.0
"Sector 56, Gurugram",Builder Floor,1023.0,4,1.0,"gym, power backup",2019,8325000.0
"Janakpuri, Delhi",Flat / Apartment,1331.0,19,6.8,"gym, security",2022,9887000.0
"Dwarka, Delhi",Flat / Apartment,658.0,9,3.2,"lift, gym",2022,4138000.0
"Pitampura, Delhi",Flat / Apartment,1657.0,20,1.7,"parking, gym, power backup",2019,8423000.0
Greater Noida West,Builder Floor,1247.0,19,0.5,"parking, park-facing, gym, power backup, club",2024,5995000.0
"Lajpat Nagar, Delhi",Flat / Apartment,409.0,6,1.8,"lift, parking",2018,3647000.0
Greater Noida West,Independent House,1045.0,23,5.0,"park-facing, power backup, club",2022,4139000.0
Greater Noida West,Independent House,1171.0,4,2.2,"lift, parking, park-facing, club",2022,6242000.0
"Vasant Kunj, Delhi",Builder Floor,1242.0,11,1.7,"park-facing, gym, security, power backup, club",2020,17527000.0
"Mayur Vihar, Delhi",Flat / Apartment,1939.0,17,3.0,"lift, park-facing, club",2021,12526000.0
"Sector 62, Noida",Builder Floor,1560.0,26,1.9,"parking, security, power backup, club",2020,8837000.0
"Pitampura, Delhi",Builder Floor,686.0,28,3.5,power backup,2024,4489000.0
"Sector 62, Noida",Flat / Apartment,630.0,20,4.0,"parking, park-facing, gym, security, club",2021,3598000.0
Greater Noida West,Independent House,1180.0,19,1.1,"lift, park-facing, security",2022,5041000.0
"Sector 56, Gurugram",Flat / Apartment,1357.0,15,4.5,"lift, gym",2020,10263000.0
"Indirapuram, Ghaziabad",Villa,1747.0,14,1.1,"power backup, club",2019,9317000.0
"Indirapuram, Ghaziabad",Villa,2078.0,16,2.5,"parking, park-facing",2019,11194000.0
"Indirapuram, Ghaziabad",Flat / Apartment,2103.0,28,5.9,"parking, park-facing, security, power backup",2023,9340000.0
Greater Noida West,Flat / Apartment,1101.0,19,2.4,"lift, park-facing, gym, security, power backup",2024,4319000.0
"Saket, Delhi",Flat / Apartment,1721.0,24,0.5,"lift, gym",2018,15454000.0
"Rohini, Delhi",Flat / Apartment,1492.0,16,2.6,"parking, park-facing, club",2018,6232000.0
"Dwarka, Delhi",Independent House,809.0,21,3.6,"parking, gym, power backup, club",2022,5295000.0
"Vasant Kunj, Delhi",Flat / Apartment,450.0,25,3.7,"parking, power backup",2019,4235000.0
"Sector 56, Gurugram",Builder Floor,1365.0,13,4.4,"parking, power backup, club",2023,13052000.0
"Pitampura, Delhi",Villa,627.0,19,2.5,"parking, security, power backup, club",2023,6200000.0
"Pitampura, Delhi",Villa,917.0,14,4.0,"lift, parking, club",2019,8036000.0
"Rohini, Delhi",Flat / Apartment,992.0,15,1.0,"lift, parking, power backup",2018,4149000.0
"Sector 56, Gurugram",Villa,1398.0,7,3.5,"lift, parking, security, club",2019,17752000.0
"Lajpat Nagar, Delhi",Flat / Apartment,1876.0,25,1.6,"lift, park-facing, gym, security",2018,13096000.0
"Sector 62, Noida",Flat / Apartment,1306.0,24,5.1,"lift, parking, power backup, club",2018,5460000.0
"Dwarka, Delhi",Flat / Apartment,1058.0,27,2.5,"park-facing, power backup",2024,6136000.0
"Vasant Kunj, Delhi",Builder Floor,369.0,8,1.7,,2019,4179000.0
"Rohini, Delhi",Flat / Apartment,1506.0,29,4.0,"lift, park-facing, club",2021,5441000.0
"Vasant Kunj, Delhi",Flat / Apartment,1313.0,21,2.3,"parking, power backup",2019,13106000.0
"Sector 15, Faridabad",Flat / Apartment,1053.0,10,0.5,"parking, security, power backup",2019,3960000.0
"Pitampura, Delhi",Independent House,1825.0,26,0.9,"lift, power backup",2019,12470000.0
"Janakpuri, Delhi",Builder Floor,764.0,16,7.5,"lift, parking, gym, security",2019,5667000.0
"Vasant Kunj, Delhi",Builder Floor,992.0,16,2.9,"security, club",2021,12825000.0
"Vasant Kunj, Delhi",Builder Floor,1190.0,22,2.6,power backup,2022,15866000.0
"Sector 56, Gurugram",Flat / Apartment,1047.0,4,1.9,"lift, security, club",2024,11032000.0
"Sector 15, Faridabad",Flat / Apartment,1548.0,13,2.9,"parking, security, club",2022,6440000.0
"Sector 62, Noida",Flat / Apartment,1509.0,0,3.1,"lift, security",2018,7396000.0
"Sector 62, Noida",Flat / Apartment,1773.0,12,0.6,"lift, park-facing, security, power backup",2019,9391000.0
"Pitampura, Delhi",Villa,1526.0,20,1.7,"parking, security, power backup, club",2020,13648000.0
"Dwarka, Delhi",Flat / Apartment,1248.0,29,1.2,gym,2022,5825000.0
"Sector 62, Noida",Builder Floor,1147.0,6,0.7,"parking, park-facing, club",2019,7311000.0
"Indirapuram, Ghaziabad",Independent House,1505.0,26,,"security, club",2021,7453000.0
"Pitampura, Delhi",Independent House,1214.0,1,8.0,"parking, park-facing, gym",2023,12895000.0
"Dwarka, Delhi",Flat / Apartment,1321.0,0,10.4,,2018,6264000.0
"Sector 62, Noida",Villa,1529.0,10,7.9,"parking, gym, security",2024,13956000.0
Greater Noida West,Builder Floor,1362.0,8,4.0,"park-facing, security",2022,5207000.0
"Saket, Delhi",Flat / Apartment,1439.0,17,2.7,,2021,15638000.0
"Saket, Delhi",Independent House,944.0,5,1.5,"lift, security, power backup",2019,12656000.0
"Sector 62, Noida",Flat / Apartment,1907.0,16,1.7,"parking, park-facing, gym, power backup",2024,12605000.0
"Lajpat Nagar, Delhi",Independent House,802.0,29,0.8,"lift, parking, gym",2020,7789000.0
"Sector 62, Noida",Builder Floor,1498.0,5,2.1,"park-facing, power backup, club",2024,9875000.0
"Sector 62, Noida",Independent House,1081.0,12,0.4,"lift, security, power backup",2024,9264000.0
"Vasant Kunj, Delhi",Independent House,1787.0,18,2.5,"lift, park-facing, power backup",2020,25848000.0
"Rohini, Delhi",Builder Floor,1698.0,12,0.8,"parking, park-facing, power backup, club",2018,8467000.0
"Mayur Vihar, Delhi",Flat / Apartment,1299.0,12,4.2,"security, club",2018,7397000.0
"Janakpuri, Delhi",Flat / Apartment,2000.0,1,1.6,"lift, parking, club",2022,19630000.0
Greater Noida West,Independent House,1216.0,14,5.0,"gym, club",2024,6192000.0
"Lajpat Nagar, Delhi",Builder Floor,1697.0,27,5.1,"lift, parking, park-facing, gym, power backup, club",2023,18097000.0
"Vasant Kunj, Delhi",Independent House,973.0,26,3.4,gym,2023,13131000.0
Greater Noida West,Flat / Apartment,1482.0,23,5.6,security,2024,4761000.0
"Sector 62, Noida",Flat / Apartment,880.0,2,2.4,"lift, power backup",2023,5311000.0
"Sector 56, Gurugram",Independent House,1309.0,3,4.8,"lift, club",2019,12313000.0
"Sector 15, Faridabad",Independent House,1277.0,15,2.9,"lift, gym",2021,4872000.0
"Indirapuram, Ghaziabad",Flat / Apartment,1695.0,8,5.0,"gym, club",2020,7489000.0
Greater Noida West,Flat / Apartment,998.0,5,2.6,"lift, parking, security",2019,2983000.0
"Indirapuram, Ghaziabad",Independent House,2683.0,5,4.6,"park-facing, club",2021,14974000.0
"Janakpuri, Delhi",Independent House,678.0,5,4.4,lift,2020,5996000.0
"Rohini, Delhi",Flat / Apartment,1405.0,2,2.6,"parking, security, club",2023,8066000.0
"Mayur Vihar, Delhi",Flat / Apartment,1430.0,18,1.1,"lift, park-facing, security, club",2021,10656000.0
"Sector 62, Noida",Flat / Apartment,1542.0,12,4.7,"parking, gym",2022,7866000.0
"Sector 15, Faridabad",Flat / Apartment,1068.0,20,2.6,"parking, park-facing, gym",2022,4042000.0
"Sector 56, Gurugram",Flat / Apartment,1409.0,6,4.9,"parking, park-facing, gym, security, power backup, club",2019,12468000.0
"Mayur Vihar, Delhi",Flat / Apartment,1046.0,18,1.5,"lift, security, club",2018,6692000.0
"Mayur Vihar, Delhi",Independent House,2143.0,5,0.4,"lift, park-facing, gym, club",2021,22183000.0
"Dwarka, Delhi",Flat / Apartment,1014.0,27,0.4,"parking, club",2023,5840000.0
"Rohini, Delhi",Independent House,1233.0,5,1.1,lift,2022,8203000.0
"Rohini, Delhi",Flat / Apartment,1001.0,23,4.8,"lift, club",2023,5021000.0
Greater Noida West,Flat / Apartment,940.0,20,1.7,"lift, gym, power backup, club",2023,3097000.0
"Indirapuram, Ghaziabad",Flat / Apartment,670.0,5,3.3,"parking, gym, security, club",2024,4118000.0
"Vasant Kunj, Delhi",Flat / Apartment,1602.0,2,3.2,"gym, security, power backup, club",2023,24528000.0
"Janakpuri, Delhi",Builder Floor,997.0,19,0.3,"park-facing, security, power backup",2023,10043000.0
"Pitampura, Delhi",Independent House,941.0,1,3.4,park-facing,2022,8991000.0
"Vasant Kunj, Delhi",Independent House,867.0,18,3.4,"park-facing, gym, security, club",2024,14889000.0
"Janakpuri, Delhi",Independent House,1437.0,20,1.2,"security, power backup",2023,13106000.0
"Lajpat Nagar, Delhi",Independent House,1310.0,19,2.9,"lift, parking, security",2018,13169000.0
"Sector 62, Noida",Independent House,1312.0,29,5.6,gym,2018,6268000.0
"Sector 62, Noida",Builder Floor,957.0,12,2.4,parking,2024,7508000.0
"Dwarka, Delhi",Builder Floor,1496.0,15,4.1,lift,2024,10264000.0
"Pitampura, Delhi",Flat / Apartment,1002.0,28,2.0,"lift, parking, park-facing, gym, club",2023,6498000.0
"Sector 15, Faridabad",Flat / Apartment,1332.0,25,7.8,"parking, park-facing, security, club",2023,4990000.0
Greater Noida West,Builder Floor,1237.0,13,1.0,"lift, security",2021,4692000.0
"Indirapuram, Ghaziabad",Builder Floor,540.0,12,2.6,"parking, park-facing, gym, club",2022,3175000.0
"Sector 62, Noida",Flat / Apartment,2213.0,23,0.6,"lift, park-facing, gym, security, club",2020,11896000.0
"Rohini, Delhi",Villa,1559.0,16,3.1,"park-facing, power backup, club",2022,11397000.0
"Sector 15, Faridabad",Flat / Apartment,1381.0,14,0.3,"parking, power backup, club",2019,4360000.0
"Sector 62, Noida",Builder Floor,1452.0,24,2.1,power backup,2021,7009000.0
Greater Noida West,Villa,2224.0,23,6.2,"park-facing, gym, club",2018,8121000.0
Greater Noida West,Flat / Apartment,1812.0,12,4.1,"lift, parking, club",2019,5615000.0
"Vasant Kunj, Delhi",Independent House,1457.0,11,0.7,"gym, security, power backup",2020,21919000.0
"Rohini, Delhi",Independent House,981.0,20,5.2,"parking, park-facing, gym",2022,5558000.0
"Sector 56, Gurugram",Builder Floor,1052.0,0,2.1,"park-facing, security",2020,10457000.0
"Janakpuri, Delhi",Villa,489.0,23,1.9,"park-facing, gym",2020,4926000.0
"Rohini, Delhi",Builder Floor,1134.0,14,1.8,"power backup, club",2023,6706000.0
"Vasant Kunj, Delhi",Flat / Apartment,1598.0,26,1.7,"lift, gym, club",2023,20506000.0
"Sector 15, Faridabad",Builder Floor,1585.0,16,0.9,power backup,2019,5234000.0
"Lajpat Nagar, Delhi",Flat / Apartment,1577.0,11,1.6,"lift, security, power backup",2019,13605000.0
"Vasant Kunj, Delhi",Flat / Apartment,1068.0,3,2.1,"parking, park-facing, gym, security, power backup",2019,13956000.0
"Sector 56, Gurugram",Flat / Apartment,1548.0,0,0.3,"gym, club",2019,13526000.0
"Sector 56, Gurugram",Flat / Apartment,1671.0,19,1.3,"lift, power backup, club",2019,11188000.0
"Lajpat Nagar, Delhi",Independent House,350.0,5,3.7,"park-facing, gym",2024,4978000.0
Greater Noida West,Villa,1437.0,25,2.1,gym,2024,7686000.0
"Mayur Vihar, Delhi",Villa,2236.0,14,4.1,gym,2021,21457000.0
"Saket, Delhi",Flat / Apartment,1169.0,26,0.5,"lift, parking, security",2019,12039000.0
"Lajpat Nagar, Delhi",Builder Floor,350.0,13,0.5,security,2024,4541000.0
Greater Noida West,Builder Floor,934.0,11,2.7,"gym, power backup",2021,3184000.0
"Dwarka, Delhi",Flat / Apartment,483.0,4,1.1,"lift, parking, park-facing, gym, security",2019,2829000.0
"Rohini, Delhi",Builder Floor,1015.0,12,1.2,"park-facing, gym",2020,5504000.0
"Sector 56, Gurugram",Flat / Apartment,749.0,24,1.6,"parking, park-facing, gym, security",2020,5811000.0
"Janakpuri, Delhi",Villa,1719.0,25,1.3,"park-facing, gym",2021,19017000.0
"Vasant Kunj, Delhi",Flat / Apartment,1650.0,14,1.7,"lift, park-facing, power backup",2020,20799000.0
"Pitampura, Delhi",Independent House,1454.0,29,3.0,"parking, power backup, club",2018,8428000.0
"Saket, Delhi",Independent House,1852.0,1,10.2,"lift, parking, park-facing, club",2019,26768000.0
"Lajpat Nagar, Delhi",Builder Floor,1046.0,1,1.3,"lift, parking, park-facing, gym, power backup",2024,15065000.0
"Vasant Kunj, Delhi",Flat / Apartment,1333.0,1,4.8,,2024,20694000.0
"Mayur Vihar, Delhi",Flat / Apartment,2287.0,1,0.2,"lift, parking, gym, power backup, club",2020,20400000.0
"Sector 56, Gurugram",Villa,1563.0,0,1.9,power backup,2023,23755000.0
Greater Noida West,Flat / Apartment,1562.0,1,2.3,"gym, club",2019,5019000.0
"Rohini, Delhi",Flat / Apartment,955.0,23,1.3,"park-facing, security, power backup, club",2020,4275000.0
"Lajpat Nagar, Delhi",Villa,1113.0,13,1.8,"parking, power backup",2020,14363000.0
"Vasant Kunj, Delhi",Independent House,849.0,23,2.1,"parking, park-facing, security, power backup, club",2023,15069000.0
"Mayur Vihar, Delhi",Builder Floor,2056.0,23,0.9,"lift, park-facing, security, power backup, club",2024,21334000.0
"Pitampura, Delhi",Flat / Apartment,599.0,20,2.8,"security, power backup, club",2024,3976000.0
Greater Noida West,Flat / Apartment,1711.0,2,2.6,"parking, gym",2020,5737000.0
Greater Noida West,Independent House,1562.0,3,2.0,"parking, park-facing, gym, security, club",2022,8047000.0
"Indirapuram, Ghaziabad",Flat / Apartment,578.0,20,1.9,"parking, gym, power backup",2021,2540000.0
"Saket, Delhi",Flat / Apartment,1814.0,28,3.7,"lift, security, power backup",2023,20564000.0
"Rohini, Delhi",Flat / Apartment,1184.0,5,3.4,"lift, parking, gym",2024,6911000.0
Greater Noida West,Builder Floor,706.0,19,1.3,"lift, parking, gym",2024,2828000.0
"Sector 15, Faridabad",Flat / Apartment,1464.0,0,4.9,"lift, park-facing, gym",2024,6820000.0
"Vasant Kunj, Delhi",Independent House,930.0,5,2.7,"parking, power backup",2019,14106000.0
"Rohini, Delhi",Flat / Apartment,1208.0,17,1.8,"lift, parking, gym, club",2024,7778000.0
"Sector 56, Gurugram",Flat / Apartment,1072.0,19,4.9,"lift, park-facing, gym, power backup",2019,8061000.0
"Mayur Vihar, Delhi",Villa,904.0,17,0.4,"park-facing, power backup",2018,7830000.0
